"ID","iso_code","country_code","country_or_subregion","serotype","year","epi_week","total_cases","incidence_rate","laboratory_confirmed","perc_laboratory_confirmed","severe_dengue","SD_D_per_100","deaths","CFR","population_per_1000"
2,NA,NA,"Central America Ithsmus and Mexico",NA,2014,NA,250276,147.5,46436,18.55,9108,3.64,57,0.023,169677
3,"BOL",68,"Bolivia","DEN 4",2014,45,22612,208.44,3079,13.62,365,1.61,0,0,10848
3,"COL",170,"Colombia","DEN 1,2,3,4",2014,45,91055,186.09,41069,45.1,2303,2.53,76,0.083,48930
3,"ECU",593,"Ecuador","DEN 1,2,3,4",2014,45,14851,92.92,14851,100,63,0.42,9,0.061,15983
3,"PER",604,"Peru","DEN 1,2,3,4",2014,45,16288,52.94,9824,60.31,79,0.49,28,0.172,30769
3,"VEN",862,"Venezuela","DEN 1,2,3,4",2014,44,75020,243.17,70,0.09,187,0.25,0,0,30851
3,NA,NA,"Andean Subregion",NA,2014,NA,219826,160.01,68893,31.34,2997,1.36,113,0.051,137381
4,"ARG",32,"Argentina","DEN 1,4",2014,45,3050,7.3,490,16.07,0,0,0,0,41803
4,"BRA",76,"Brazil","DEN 1,2,3,4",2014,45,563154,278.74,217595,38.64,677,0.12,405,0.072,202034
4,"CHL",152,"Chile",NA,2014,42,25,0.14,25,100,0,0,0,0,17773
4,"PRY",600,"Paraguay","DEN 1,2,4",2014,45,9012,130.27,1971,21.87,5,0.06,5,0.055,6918
4,"URY",858,"Uruguay",NA,2014,45,0,0,0,NA,0,NA,0,NA,3419
4,NA,NA,"Southern Cone",NA,2014,NA,575241,211.53,220081,38.26,682,0.12,410,0.071,271947
5,"CUB",192,"Cuba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,11259
5,"DOM",214,"Dominican Republic","DEN 1,2,4",2014,45,5531,52.53,NA,NA,341,6.17,50,0.904,10529
5,"PRI",630,"Puerto Rico","DEN 1,2,4",2014,45,7313,198.51,465,6.36,2,0.03,0,0,3684
5,NA,NA,"Latin Caribbean",NA,2014,NA,12844,50.42,465,3.62,343,2.67,50,0.389,25472
6,"AIA",660,"Anguilla","DEN 1,4",2014,45,85,531.25,8,9.41,0,0,0,0,16
6,"ATG",28,"Antigua and Barbuda","DEN 1,4",2014,45,37,40.66,17,45.95,0,0,0,0,91
6,"ABW",533,"Aruba","DEN 1",2014,36,306,275.68,12,3.92,0,0,0,0,111
6,"BHS",44,"Bahamas","DEN 1,2",2014,40,136,35.51,11,8.09,0,0,0,0,383
6,"BRB",52,"Barbados",NA,2014,45,2473,852.76,439,17.75,NA,NA,0,0,290
6,"BMU",60,"Bermuda",NA,2014,45,0,0,0,NA,0,NA,0,NA,70
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,225
6,"CYM",136,"Cayman Islands","DEN 1,3",2014,44,105,190.91,4,3.81,0,0,0,0,55
6,"CUW",531,"Curaçao",NA,2014,36,194,131.08,20,10.31,0,0,0,0,148
6,"DMA",212,"Dominica","DEN 4",2014,32,159,217.81,9,5.66,0,0,0,0,73
6,"GUF",254,"French Guiana","DEN 1,2,4",2014,18,1180,462.75,321,27.2,7,0.59,0,0,255
6,"GRD",308,"Grenada",NA,2014,32,38,34.55,1,2.63,0,0,0,0,110
6,"GLP",312,"Guadeloupe","DEN 1,2,4",2014,18,664,141.88,601,90.51,8,1.2,0,0,468
6,"GUY",328,"Guyana","DEN 4",2014,36,822,102.24,822,100,0,0,0,0,804
6,"HTI",332,"Haiti",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,10461
6,"JAM",388,"Jamaica",NA,2014,45,637,22.76,72,11.3,0,0,0,0,2799
6,"MTQ",474,"Martinique","DEN 1,2,4",2014,43,1680,414.81,710,42.26,11,0.65,2,0.119,405
6,"MSR",500,"Montserrat",NA,2014,32,7,140,0,0,0,0,0,0,5
6,"BLM",652,"Saint Barthelemy",NA,2014,43,50,142.86,50,100,0,0,0,0,35
6,"KNA",659,"Saint Kitts and Nevis",NA,2014,32,62,119.23,6,9.68,0,0,0,0,52
6,"LCA",662,"Saint Lucia","DEN 4",2014,43,112,68.71,69,61.61,0,0,0,0,163
6,"MAF",663,"Saint Martin",NA,2014,43,396,1237.5,396,100,1,0.25,0,0,32
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2014,45,117,113.59,8,6.84,0,0,0,0,103
6,"SXM",534,"Sint Maarten",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
6,"SUR",740,"Suriname","DEN 2",2014,45,23,4.23,4,17.39,0,0,0,0,544
6,"TTO",780,"Trinidad and Tobago","DEN 1,4",2014,44,128,9.52,16,12.5,0,0,0,0,1344
6,"TCA",796,"Turks and Caicos Islands","DEN 1",2014,32,48,97.96,48,100,0,0,0,0,49
6,"VGB",92,"Virgin Islands (UK)",NA,2014,44,205,621.21,59,28.78,0,0,0,0,33
6,"VIR",850,"Virgin Islands (US)",NA,2014,45,16,15.38,16,100,0,0,0,0,104
6,NA,NA,"Non-Latin Caribbean",NA,2014,NA,9680,50.24,3719,38.42,27,0.28,2,0.021,19268
7,NA,NA,"The Americas",NA,2014,NA,1068435,112.9,340162,31.84,13157,1.23,632,0.059,946328
1,"CAN",124,"Canada",NA,2014,46,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2014,46,600,0.19,600,100,0,0,0,0,322583
1,NA,NA,"North America",NA,2014,NA,600,0.19,600,100,0,0,0,0,322583
2,"BLZ",84,"Belize",NA,2014,46,2326,684.12,222,9.54,NA,NA,NA,NA,340
2,"CRI",188,"Costa Rica","DEN 1,2,3",2014,46,9824,198.95,NA,NA,NA,NA,0,0,4938
2,"SLV",222,"El Salvador","DEN 1,2,3",2014,46,51761,810.79,15798,30.52,178,0.34,5,0.01,6384
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2014,46,14337,90.4,1654,11.54,115,0.8,10,0.07,15860
2,"HND",340,"Honduras","DEN 2,3,4",2014,46,36238,438.66,NA,NA,2080,5.74,5,0.014,8261
2,"MEX",484,"Mexico","DEN 1,2,3,4",2014,46,110328,89.12,26853,24.34,7287,6.6,33,0.03,123799
2,"NIC",558,"Nicaragua","DEN 1,2,3,4",2014,46,29666,480.89,1760,5.93,0,0,0,0,6169
2,"PAN",591,"Panama","DEN 1,2,3",2014,46,4907,124.99,2601,53.01,19,0.39,9,0.183,3926
2,NA,NA,"Central America Ithsmus and Mexico",NA,2014,NA,259387,152.87,48888,18.85,9679,3.73,62,0.024,169677
3,"BOL",68,"Bolivia","DEN 4",2014,46,22613,208.45,3132,13.85,365,1.61,0,0,10848
3,"COL",170,"Colombia","DEN 1,2,3,4",2014,46,93199,190.47,41968,45.03,2350,2.52,77,0.083,48930
3,"ECU",593,"Ecuador","DEN 1,2,3,4",2014,46,14934,93.44,14934,100,63,0.42,9,0.06,15983
3,"PER",604,"Peru","DEN 1,2,3,4",2014,46,16815,54.65,10019,59.58,82,0.49,28,0.167,30769
3,"VEN",862,"Venezuela","DEN 1,2,3,4",2014,44,75020,243.17,70,0.09,187,0.25,0,0,30851
3,NA,NA,"Andean Subregion",NA,2014,NA,222581,162.02,70123,31.5,3047,1.37,114,0.051,137381
4,"ARG",32,"Argentina","DEN 1,4",2014,46,3073,7.35,490,15.95,0,0,0,0,41803
4,"BRA",76,"Brazil","DEN 1,2,3,4",2014,46,568446,281.36,218337,38.41,681,0.12,406,0.071,202034
4,"CHL",152,"Chile",NA,2014,42,25,0.14,25,100,0,0,0,0,17773
4,"PRY",600,"Paraguay","DEN 1,2,4",2014,46,9067,131.06,2254,24.86,5,0.06,5,0.055,6918
4,"URY",858,"Uruguay",NA,2014,46,0,0,0,NA,0,NA,0,NA,3419
4,NA,NA,"Southern Cone",NA,2014,NA,580611,213.5,221106,38.08,686,0.12,411,0.071,271947
5,"CUB",192,"Cuba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,11259
5,"DOM",214,"Dominican Republic","DEN 1,2,4",2014,46,5644,53.6,NA,NA,350,6.2,51,0.904,10529
5,"PRI",630,"Puerto Rico","DEN 1,2,4",2014,46,7442,202.01,465,6.25,2,0.03,0,0,3684
5,NA,NA,"Latin Caribbean",NA,2014,NA,13086,51.37,465,3.55,352,2.69,51,0.39,25472
6,"AIA",660,"Anguilla","DEN 1,4",2014,46,85,531.25,8,9.41,0,0,0,0,16
6,"ATG",28,"Antigua and Barbuda","DEN 1,4",2014,46,37,40.66,17,45.95,0,0,0,0,91
6,"ABW",533,"Aruba","DEN 1",2014,36,306,275.68,12,3.92,0,0,0,0,111
6,"BHS",44,"Bahamas","DEN 1,2",2014,40,136,35.51,11,8.09,0,0,0,0,383
6,"BRB",52,"Barbados",NA,2014,46,2521,869.31,453,17.97,NA,NA,0,0,290
6,"BMU",60,"Bermuda",NA,2014,46,0,0,0,NA,0,NA,0,NA,70
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,225
6,"CYM",136,"Cayman Islands","DEN 1,3",2014,44,105,190.91,4,3.81,0,0,0,0,55
6,"CUW",531,"Curaçao",NA,2014,36,194,131.08,20,10.31,0,0,0,0,148
6,"DMA",212,"Dominica","DEN 4",2014,32,159,217.81,9,5.66,0,0,0,0,73
6,"GUF",254,"French Guiana","DEN 1,2,4",2014,18,1180,462.75,321,27.2,7,0.59,0,0,255
6,"GRD",308,"Grenada",NA,2014,32,38,34.55,1,2.63,0,0,0,0,110
6,"GLP",312,"Guadeloupe","DEN 1,2,4",2014,18,664,141.88,601,90.51,8,1.2,0,0,468
6,"GUY",328,"Guyana","DEN 4",2014,36,822,102.24,822,100,0,0,0,0,804
6,"HTI",332,"Haiti",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,10461
6,"JAM",388,"Jamaica",NA,2014,46,762,27.22,72,9.45,0,0,0,0,2799
6,"MTQ",474,"Martinique","DEN 1,2,4",2014,43,1680,414.81,710,42.26,11,0.65,2,0.119,405
6,"MSR",500,"Montserrat",NA,2014,32,7,140,0,0,0,0,0,0,5
6,"BLM",652,"Saint Barthelemy",NA,2014,43,50,142.86,50,100,0,0,0,0,35
6,"KNA",659,"Saint Kitts and Nevis",NA,2014,32,62,119.23,6,9.68,0,0,0,0,52
6,"LCA",662,"Saint Lucia","DEN 4",2014,43,112,68.71,69,61.61,0,0,0,0,163
6,"MAF",663,"Saint Martin",NA,2014,43,396,1237.5,396,100,1,0.25,0,0,32
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2014,46,117,113.59,8,6.84,0,0,0,0,103
6,"SXM",534,"Sint Maarten",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
6,"SUR",740,"Suriname","DEN 2",2014,45,23,4.23,4,17.39,0,0,0,0,544
6,"TTO",780,"Trinidad and Tobago","DEN 1,4",2014,44,128,9.52,16,12.5,0,0,0,0,1344
6,"TCA",796,"Turks and Caicos Islands","DEN 1",2014,32,48,97.96,48,100,0,0,0,0,49
6,"VGB",92,"Virgin Islands (UK)",NA,2014,44,205,621.21,59,28.78,0,0,0,0,33
6,"VIR",850,"Virgin Islands (US)",NA,2014,46,16,15.38,16,100,0,0,0,0,104
6,NA,NA,"Non-Latin Caribbean",NA,2014,NA,9853,51.14,3733,37.89,27,0.27,2,0.02,19268
7,NA,NA,"The Americas",NA,2014,NA,1086118,114.77,344915,31.76,13791,1.27,640,0.059,946328
1,"CAN",124,"Canada",NA,2014,47,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2014,47,621,0.19,621,100,0,0,0,0,322583
1,NA,NA,"North America",NA,2014,NA,621,0.19,621,100,0,0,0,0,322583
2,"BLZ",84,"Belize",NA,2014,47,2370,697.06,237,10,NA,NA,NA,NA,340
2,"CRI",188,"Costa Rica","DEN 1,2,3",2014,47,10076,204.05,NA,NA,NA,NA,0,0,4938
2,"SLV",222,"El Salvador","DEN 1,2,3",2014,47,52176,817.29,15871,30.42,180,0.34,5,0.01,6384
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2014,47,14914,94.04,1748,11.72,116,0.78,10,0.067,15860
2,"HND",340,"Honduras","DEN 2,3,4",2014,47,38008,460.09,NA,NA,2128,5.6,5,0.013,8261
2,"MEX",484,"Mexico","DEN 1,2,3,4",2014,47,113907,92.01,28109,24.68,7610,6.68,33,0.029,123799
2,"NIC",558,"Nicaragua","DEN 1,2,3,4",2014,47,30393,492.67,1786,5.88,0,0,0,0,6169
2,"PAN",591,"Panama","DEN 1,2,3",2014,47,4939,125.8,2617,52.99,19,0.38,9,0.182,3926
2,NA,NA,"Central America Ithsmus and Mexico",NA,2014,NA,266783,157.23,50368,18.88,10053,3.77,62,0.023,169677
3,"BOL",68,"Bolivia","DEN 4",2014,47,22614,208.46,3183,14.08,365,1.61,0,0,10848
3,"COL",170,"Colombia","DEN 1,2,3,4",2014,47,95236,194.64,42987,45.14,2404,2.52,77,0.081,48930
3,"ECU",593,"Ecuador","DEN 1,2,3,4",2014,47,15005,93.88,15005,100,64,0.43,9,0.06,15983
3,"PER",604,"Peru","DEN 1,2,3,4",2014,47,17078,55.5,10277,60.18,86,0.5,29,0.17,30769
3,"VEN",862,"Venezuela","DEN 1,2,3,4",2014,44,75020,243.17,70,0.09,187,0.25,0,0,30851
3,NA,NA,"Andean Subregion",NA,2014,NA,224953,163.74,71522,31.79,3106,1.38,115,0.051,137381
4,"ARG",32,"Argentina","DEN 1,4",2014,47,3100,7.42,490,15.81,0,0,0,0,41803
4,"BRA",76,"Brazil","DEN 1,2,3,4",2014,47,574189,284.2,219143,38.17,685,0.12,407,0.071,202034
4,"CHL",152,"Chile",NA,2014,42,25,0.14,25,100,0,0,0,0,17773
4,"PRY",600,"Paraguay","DEN 1,2,4",2014,47,9328,134.84,2483,26.62,5,0.05,5,0.054,6918
4,"URY",858,"Uruguay",NA,2014,47,0,0,0,NA,0,NA,0,NA,3419
4,NA,NA,"Southern Cone",NA,2014,NA,586642,215.72,222141,37.87,690,0.12,412,0.07,271947
5,"CUB",192,"Cuba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,11259
5,"DOM",214,"Dominican Republic","DEN 1,2,4",2014,47,5748,54.59,NA,NA,361,6.28,51,0.887,10529
5,"PRI",630,"Puerto Rico","DEN 1,2,4",2014,47,7915,214.85,466,5.89,2,0.03,0,0,3684
5,NA,NA,"Latin Caribbean",NA,2014,NA,13663,53.64,466,3.41,363,2.66,51,0.373,25472
6,"AIA",660,"Anguilla","DEN 1,4",2014,47,85,531.25,8,9.41,0,0,0,0,16
6,"ATG",28,"Antigua and Barbuda","DEN 1,4",2014,47,37,40.66,17,45.95,0,0,0,0,91
6,"ABW",533,"Aruba","DEN 1",2014,36,306,275.68,12,3.92,0,0,0,0,111
6,"BHS",44,"Bahamas","DEN 1,2",2014,40,136,35.51,11,8.09,0,0,0,0,383
6,"BRB",52,"Barbados",NA,2014,47,2562,883.45,465,18.15,NA,NA,0,0,290
6,"BMU",60,"Bermuda",NA,2014,47,0,0,0,NA,0,NA,0,NA,70
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,225
6,"CYM",136,"Cayman Islands","DEN 1,3",2014,44,105,190.91,4,3.81,0,0,0,0,55
6,"CUW",531,"Curaçao",NA,2014,36,194,131.08,20,10.31,0,0,0,0,148
6,"DMA",212,"Dominica","DEN 4",2014,32,159,217.81,9,5.66,0,0,0,0,73
6,"GUF",254,"French Guiana","DEN 1,2,4",2014,47,1180,462.75,781,66.19,7,0.59,0,0,255
6,"GRD",308,"Grenada",NA,2014,32,38,34.55,1,2.63,0,0,0,0,110
6,"GLP",312,"Guadeloupe","DEN 1,2,4",2014,18,664,141.88,601,90.51,8,1.2,0,0,468
6,"GUY",328,"Guyana","DEN 4",2014,36,822,102.24,822,100,0,0,0,0,804
6,"HTI",332,"Haiti",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,10461
6,"JAM",388,"Jamaica",NA,2014,47,793,28.33,72,9.08,0,0,0,0,2799
6,"MTQ",474,"Martinique","DEN 1,2,4",2014,47,1680,414.81,710,42.26,11,0.65,2,0.119,405
6,"MSR",500,"Montserrat",NA,2014,32,7,140,0,0,0,0,0,0,5
6,"BLM",652,"Saint Barthelemy",NA,2014,43,50,142.86,50,100,0,0,0,0,35
6,"KNA",659,"Saint Kitts and Nevis",NA,2014,32,62,119.23,6,9.68,0,0,0,0,52
6,"LCA",662,"Saint Lucia","DEN 4",2014,47,159,97.55,69,43.4,0,0,0,0,163
6,"MAF",663,"Saint Martin",NA,2014,47,404,1262.5,404,100,1,0.25,0,0,32
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2014,47,117,113.59,8,6.84,0,0,0,0,103
6,"SXM",534,"Sint Maarten",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
6,"SUR",740,"Suriname","DEN 2",2014,45,23,4.23,4,17.39,0,0,0,0,544
6,"TTO",780,"Trinidad and Tobago","DEN 1,4",2014,44,128,9.52,16,12.5,0,0,0,0,1344
6,"TCA",796,"Turks and Caicos Islands","DEN 1",2014,32,48,97.96,48,100,0,0,0,0,49
6,"VGB",92,"Virgin Islands (UK)",NA,2014,44,205,621.21,59,28.78,0,0,0,0,33
6,"VIR",850,"Virgin Islands (US)",NA,2014,47,17,16.35,17,100,0,0,0,0,104
6,NA,NA,"Non-Latin Caribbean",NA,2014,NA,9981,51.8,4214,42.22,27,0.27,2,0.02,19268
7,NA,NA,"The Americas",NA,2014,NA,1102643,116.52,349332,31.68,14239,1.29,642,0.058,946328
1,"CAN",124,"Canada",NA,2014,48,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2014,48,638,0.2,638,100,0,0,0,0,322583
1,NA,NA,"North America",NA,2014,NA,638,0.2,638,100,0,0,0,0,322583
2,"BLZ",84,"Belize",NA,2014,48,2432,715.29,245,10.07,NA,NA,NA,NA,340
2,"CRI",188,"Costa Rica","DEN 1,2,3",2014,48,10302,208.63,NA,NA,NA,NA,0,0,4938
2,"SLV",222,"El Salvador","DEN 1,2,3",2014,48,52478,822.02,15928,30.35,181,0.34,5,0.01,6384
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2014,48,16694,105.26,1748,10.47,116,0.69,10,0.06,15860
2,"HND",340,"Honduras","DEN 2,3,4",2014,48,39597,479.32,NA,NA,2171,5.48,5,0.013,8261
2,"MEX",484,"Mexico","DEN 1,2,3,4",2014,48,117698,95.07,29239,24.84,7900,6.71,34,0.029,123799
2,"NIC",558,"Nicaragua","DEN 1,2,3,4",2014,48,31058,503.45,1808,5.82,0,0,0,0,6169
2,"PAN",591,"Panama","DEN 1,2,3",2014,48,5016,127.76,2666,53.15,19,0.38,9,0.179,3926
2,NA,NA,"Central America Ithsmus and Mexico",NA,2014,NA,275275,162.23,51634,18.76,10387,3.77,63,0.023,169677
3,"BOL",68,"Bolivia","DEN 4",2014,48,22615,208.47,3222,14.25,365,1.61,0,0,10848
3,"COL",170,"Colombia","DEN 1,2,3,4",2014,48,97095,198.44,43764,45.07,2450,2.52,77,0.079,48930
3,"ECU",593,"Ecuador","DEN 1,2,3,4",2014,48,15095,94.44,15095,100,65,0.43,9,0.06,15983
3,"PER",604,"Peru","DEN 1,2,3,4",2014,48,17553,57.05,10429,59.41,86,0.49,29,0.165,30769
3,"VEN",862,"Venezuela","DEN 1,2,3,4",2014,44,75020,243.17,70,0.09,187,0.25,0,0,30851
3,NA,NA,"Andean Subregion",NA,2014,NA,227378,165.51,72580,31.92,3153,1.39,115,0.051,137381
4,"ARG",32,"Argentina","DEN 1,4",2014,48,3127,7.48,490,15.67,0,0,0,0,41803
4,"BRA",76,"Brazil","DEN 1,2,3,4",2014,48,579389,286.78,219702,37.92,686,0.12,407,0.07,202034
4,"CHL",152,"Chile",NA,2014,42,25,0.14,25,100,0,0,0,0,17773
4,"PRY",600,"Paraguay","DEN 1,2,4",2014,48,9428,136.28,2502,26.54,5,0.05,5,0.053,6918
4,"URY",858,"Uruguay",NA,2014,48,0,0,0,NA,0,NA,0,NA,3419
4,NA,NA,"Southern Cone",NA,2014,NA,591969,217.68,222719,37.62,691,0.12,412,0.07,271947
5,"CUB",192,"Cuba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,11259
5,"DOM",214,"Dominican Republic","DEN 1,2,4",2014,48,5841,55.48,NA,NA,371,6.35,52,0.89,10529
5,"PRI",630,"Puerto Rico","DEN 1,2,4",2014,48,8144,221.06,466,5.72,2,0.02,0,0,3684
5,NA,NA,"Latin Caribbean",NA,2014,NA,13985,54.9,466,3.33,373,2.67,52,0.372,25472
6,"AIA",660,"Anguilla","DEN 1,4",2014,48,85,531.25,8,9.41,0,0,0,0,16
6,"ATG",28,"Antigua and Barbuda","DEN 1,4",2014,48,37,40.66,17,45.95,0,0,0,0,91
6,"ABW",533,"Aruba","DEN 1",2014,48,400,360.36,34,8.5,0,0,0,0,111
6,"BHS",44,"Bahamas","DEN 1,2",2014,40,136,35.51,11,8.09,0,0,0,0,383
6,"BRB",52,"Barbados",NA,2014,48,2594,894.48,473,18.23,NA,NA,0,0,290
6,"BMU",60,"Bermuda",NA,2014,48,0,0,0,NA,0,NA,0,NA,70
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,225
6,"CYM",136,"Cayman Islands","DEN 1,3",2014,44,105,190.91,4,3.81,0,0,0,0,55
6,"CUW",531,"Curaçao",NA,2014,36,194,131.08,20,10.31,0,0,0,0,148
6,"DMA",212,"Dominica","DEN 4",2014,32,159,217.81,9,5.66,0,0,0,0,73
6,"GUF",254,"French Guiana","DEN 1,2,4",2014,47,1180,462.75,781,66.19,7,0.59,0,0,255
6,"GRD",308,"Grenada",NA,2014,48,38,34.55,38,100,0,0,0,0,110
6,"GLP",312,"Guadeloupe","DEN 2,4",2014,48,1397,298.5,878,62.85,8,0.57,0,0,468
6,"GUY",328,"Guyana","DEN 4",2014,48,863,107.34,863,100,0,0,0,0,804
6,"HTI",332,"Haiti",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,10461
6,"JAM",388,"Jamaica",NA,2014,48,803,28.69,72,8.97,0,0,0,0,2799
6,"MTQ",474,"Martinique","DEN 1,2,4",2014,48,1680,414.81,710,42.26,11,0.65,2,0.119,405
6,"MSR",500,"Montserrat",NA,2014,32,7,140,0,0,0,0,0,0,5
6,"BLM",652,"Saint Barthelemy",NA,2014,48,56,160,56,100,0,0,0,0,35
6,"KNA",659,"Saint Kitts and Nevis",NA,2014,32,62,119.23,6,9.68,0,0,0,0,52
6,"LCA",662,"Saint Lucia","DEN 4",2014,48,165,101.23,88,53.33,0,0,0,0,163
6,"MAF",663,"Saint Martin",NA,2014,48,404,1262.5,404,100,1,0.25,0,0,32
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2014,48,117,113.59,8,6.84,0,0,0,0,103
6,"SXM",534,"Sint Maarten",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
6,"SUR",740,"Suriname","DEN 2",2014,45,23,4.23,4,17.39,0,0,0,0,544
6,"TTO",780,"Trinidad and Tobago","DEN 1,4",2014,44,128,9.52,16,12.5,0,0,0,0,1344
6,"TCA",796,"Turks and Caicos Islands","DEN 1",2014,32,48,97.96,48,100,0,0,0,0,49
6,"VGB",92,"Virgin Islands (UK)",NA,2014,44,205,621.21,59,28.78,0,0,0,0,33
6,"VIR",850,"Virgin Islands (US)",NA,2014,48,17,16.35,17,100,0,0,0,0,104
6,NA,NA,"Non-Latin Caribbean",NA,2014,NA,10903,56.59,4624,42.41,27,0.25,2,0.018,19268
7,NA,NA,"The Americas",NA,2014,NA,1120148,118.37,352661,31.48,14631,1.31,644,0.057,946328
1,"CAN",124,"Canada",NA,2014,49,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2014,49,650,0.2,650,100,0,0,0,0,322583
1,NA,NA,"North America",NA,2014,NA,650,0.2,650,100,0,0,0,0,322583
2,"BLZ",84,"Belize",NA,2014,49,2476,728.24,254,10.26,NA,NA,NA,NA,340
2,"CRI",188,"Costa Rica","DEN 1,2,3",2014,49,10505,212.74,NA,NA,NA,NA,0,0,4938
2,"SLV",222,"El Salvador","DEN 1,2,3",2014,49,52740,826.13,15983,30.31,182,0.35,6,0.011,6384
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2014,49,18400,116.02,1889,10.27,116,0.63,13,0.071,15860
2,"HND",340,"Honduras","DEN 2,3,4",2014,49,40714,492.85,NA,NA,2222,5.46,5,0.012,8261
2,"MEX",484,"Mexico","DEN 1,2,3,4",2014,49,120483,97.32,30387,25.22,8221,6.82,35,0.029,123799
2,"NIC",558,"Nicaragua","DEN 1,2,3,4",2014,49,31659,513.2,1816,5.74,0,0,0,0,6169
2,"PAN",591,"Panama","DEN 1,2,3",2014,49,5090,129.65,2732,53.67,19,0.37,9,0.177,3926
2,NA,NA,"Central America Ithsmus and Mexico",NA,2014,NA,282067,166.24,53061,18.81,10760,3.81,68,0.024,169677
3,"BOL",68,"Bolivia","DEN 4",2014,49,22617,208.49,3275,14.48,365,1.61,0,0,10848
3,"COL",170,"Colombia","DEN 1,2,3,4",2014,49,99175,202.69,44547,44.92,2505,2.53,84,0.085,48930
3,"ECU",593,"Ecuador","DEN 1,2,3,4",2014,49,15180,94.98,15180,100,65,0.43,9,0.059,15983
3,"PER",604,"Peru","DEN 1,2,3,4",2014,49,17814,57.9,11187,62.8,88,0.49,30,0.168,30769
3,"VEN",862,"Venezuela","DEN 1,2,3,4",2014,44,75020,243.17,70,0.09,187,0.25,0,0,30851
3,NA,NA,"Andean Subregion",NA,2014,NA,229806,167.28,74259,32.31,3210,1.4,123,0.054,137381
4,"ARG",32,"Argentina","DEN 1,4",2014,49,3178,7.6,490,15.42,0,0,0,0,41803
4,"BRA",76,"Brazil","DEN 1,2,3,4",2014,49,584426,289.27,220140,37.67,686,0.12,408,0.07,202034
4,"CHL",152,"Chile",NA,2014,42,25,0.14,25,100,0,0,0,0,17773
4,"PRY",600,"Paraguay","DEN 1,2,4",2014,49,9595,138.7,2541,26.48,5,0.05,5,0.052,6918
4,"URY",858,"Uruguay",NA,2014,49,0,0,0,NA,0,NA,0,NA,3419
4,NA,NA,"Southern Cone",NA,2014,NA,597224,219.61,223196,37.37,691,0.12,413,0.069,271947
5,"CUB",192,"Cuba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,11259
5,"DOM",214,"Dominican Republic","DEN 1,2,4",2014,49,5934,56.36,NA,NA,386,6.5,53,0.893,10529
5,"PRI",630,"Puerto Rico","DEN 1,2,4",2014,49,8514,231.11,467,5.49,2,0.02,0,0,3684
5,NA,NA,"Latin Caribbean",NA,2014,NA,14448,56.72,467,3.23,388,2.69,53,0.367,25472
6,"AIA",660,"Anguilla","DEN 1,4",2014,49,85,531.25,8,9.41,0,0,0,0,16
6,"ATG",28,"Antigua and Barbuda","DEN 1,4",2014,49,37,40.66,17,45.95,0,0,0,0,91
6,"ABW",533,"Aruba","DEN 1",2014,48,400,360.36,34,8.5,0,0,0,0,111
6,"BHS",44,"Bahamas","DEN 1,2",2014,40,136,35.51,11,8.09,0,0,0,0,383
6,"BRB",52,"Barbados",NA,2014,49,2623,904.48,480,18.3,NA,NA,0,0,290
6,"BMU",60,"Bermuda",NA,2014,49,0,0,0,NA,0,NA,0,NA,70
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,225
