"ID","iso_code","country_code","country_or_subregion","serotype","year","epi_week","total_cases","incidence_rate","laboratory_confirmed","perc_laboratory_confirmed","severe_dengue","SD_D_per_100","deaths","CFR","population_per_1000"
4,"BRA",76,"Brazil","DEN 1,2,3,4",2022,37,2164726,1011.59,1163133,53.73,1382,0.06,956,0.044,213993
4,"CHL",152,"Chile",NA,2022,37,0,0,0,NA,0,NA,0,NA,19212
4,"PRY",600,"Paraguay","DEN 1,2",2022,37,397,5.33,149,37.53,16,4.03,0,0,7449
4,"URY",858,"Uruguay",NA,2022,20,29,0.83,7,24.14,0,0,0,0,3485
4,NA,NA,"Southern Cone",NA,2022,NA,2165967,747.54,1164104,53.75,1398,0.06,956,0.044,289745
5,"CUB",192,"Cuba","DEN 1,2,3,4",2022,26,3036,26.83,3036,100,18,0.59,1,0.033,11317
5,"DOM",214,"Dominican Republic","DEN 2",2022,37,5608,51.2,NA,NA,175,3.12,32,0.571,10954
5,"PRI",630,"Puerto Rico","DEN 1,2,3",2022,37,309,10.93,256,82.85,10,3.24,0,0,2828
5,NA,NA,"Latin Caribbean",NA,2022,NA,8953,35.67,3292,36.77,203,2.27,33,0.369,25099
6,"AIA",660,"Anguilla",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
6,"ATG",28,"Antigua and Barbuda",NA,2022,37,4,4.04,0,0,0,0,0,0,99
6,"ABW",533,"Aruba",NA,2022,36,6,4.96,2,33.33,0,0,0,0,121
6,"BHS",44,"Bahamas",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,397
6,"BRB",52,"Barbados",NA,2022,37,240,79.47,0,0,NA,NA,0,0,302
6,"BMU",60,"Bermuda",NA,2022,37,0,0,0,NA,0,NA,0,NA,72
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
6,"CYM",136,"Cayman Islands",NA,2022,37,2,3.17,0,0,0,0,0,0,63
6,"CUW",531,"Curaçao",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,152
6,"DMA",212,"Dominica",NA,2022,37,16,21.33,2,12.5,0,0,0,0,75
6,"GUF",254,"French Guiana",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,306
6,"GRD",308,"Grenada",NA,2022,37,217,190.35,104,47.93,4,1.84,0,0,114
6,"GLP",312,"Guadeloupe",NA,2022,27,240,60,0,0,0,0,0,0,400
6,"GUY",328,"Guyana",NA,2022,32,311,39.37,311,100,0,0,0,0,790
6,"HTI",332,"Haiti",NA,2022,26,3316,28.73,2,0.06,0,0,0,0,11542
6,"JAM",388,"Jamaica",NA,2022,37,58,1.95,0,0,0,0,0,0,2973
6,"MTQ",474,"Martinique",NA,2022,27,220,58.67,9,4.09,0,0,0,0,375
6,"MSR",500,"Montserrat",NA,2022,37,4,80,0,0,0,0,0,0,5
6,"BLM",652,"Saint Barthelemy",NA,2022,27,87,1242.86,1,1.15,0,0,0,0,7
6,"KNA",659,"Saint Kitts and Nevis",NA,2022,37,1,1.85,0,0,0,0,0,0,54
6,"LCA",662,"Saint Lucia",NA,2022,37,15,8.98,15,100,0,0,0,0,167
6,"MAF",663,"Saint Martin",NA,2022,27,25,75.76,0,0,0,0,0,0,33
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2022,37,16,15.84,16,100,0,0,0,0,101
6,"SXM",534,"Sint Maarten",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
6,"SUR",740,"Suriname",NA,2022,37,2,0.34,2,100,0,0,0,0,592
6,"TTO",780,"Trinidad and Tobago",NA,2022,37,38,2.71,3,7.89,0,0,0,0,1403
6,"TCA",796,"Turks and Caicos Islands",NA,2022,37,0,0,0,NA,0,NA,0,NA,57
6,"VGB",92,"Virgin Islands (UK)",NA,2022,36,22,57.89,22,100,2,9.09,0,0,38
6,"VIR",850,"Virgin Islands (US)",NA,2022,37,0,0,0,NA,0,NA,0,NA,106
6,NA,NA,"Non-Latin Caribbean",NA,2022,NA,4840,23.69,489,10.1,6,0.12,0,0,20433
7,NA,NA,"The Americas",NA,2022,NA,2452513,246.98,1275552,52.01,3451,0.14,1153,0.047,993017
1,"CAN",124,"Canada",NA,2022,38,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2022,38,604,0.18,604,100,7,1.16,0,0,332915
1,NA,NA,"North America",NA,2022,NA,604,0.18,604,100,7,1.16,0,0,332915
2,"BLZ",84,"Belize",NA,2022,38,3533,801.13,111,3.14,0,0,0,0,441
2,"CRI",188,"Costa Rica","DEN 1,2,3,4",2022,38,5638,109.71,363,6.44,0,0,0,0,5139
2,"SLV",222,"El Salvador","DEN 1,2,3,4",2022,38,14816,227.27,93,0.63,12,0.08,0,0,6519
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2022,38,6071,33.27,1638,26.98,28,0.46,14,0.231,18250
2,"HND",340,"Honduras","DEN 1,2,4",2022,38,19782,196.58,NA,NA,357,1.8,7,0.035,10063
2,"MEX",484,"Mexico","DEN 1,2,3,4",2022,38,31122,23.89,5577,17.92,180,0.58,14,0.045,130262
2,"NIC",558,"Nicaragua","DEN 1,2,3,4",2022,38,57216,853.72,2009,3.51,15,0.03,0,0,6702
2,"PAN",591,"Panama","DEN 1,2",2022,38,7814,177.67,6243,79.9,14,0.18,3,0.038,4398
2,NA,NA,"Central America Ithsmus and Mexico",NA,2022,NA,145992,80.32,16034,10.98,606,0.42,38,0.026,181774
3,"BOL",68,"Bolivia","DEN 1,2",2022,38,10428,88.13,3252,31.19,39,0.37,8,0.077,11833
3,"COL",170,"Colombia","DEN 1,2,3,4",2022,38,48093,93.81,29940,62.25,940,1.95,33,0.069,51266
3,"ECU",593,"Ecuador","DEN 1,2",2022,38,14305,79.97,14305,100,100,0.7,9,0.063,17888
3,"PER",604,"Peru","DEN 1,2",2022,38,57621,172.73,45465,78.9,195,0.34,76,0.132,33359
3,"VEN",862,"Venezuela","DEN 1,2,3,4",2022,38,5182,18.05,1076,20.76,15,0.29,9,0.174,28705
3,NA,NA,"Andean Subregion",NA,2022,NA,135629,94.81,94038,69.33,1289,0.95,135,0.1,143051
4,"ARG",32,"Argentina","DEN 1,2",2022,38,815,1.79,815,100,0,0,0,0,45606
4,"BRA",76,"Brazil","DEN 1,2,3,4",2022,38,2177938,1017.76,1166981,53.58,1388,0.06,960,0.044,213993
4,"CHL",152,"Chile",NA,2022,38,0,0,0,NA,0,NA,0,NA,19212
4,"PRY",600,"Paraguay","DEN 1,2",2022,38,411,5.52,151,36.74,16,3.89,0,0,7449
4,"URY",858,"Uruguay",NA,2022,20,29,0.83,7,24.14,0,0,0,0,3485
4,NA,NA,"Southern Cone",NA,2022,NA,2179193,752.11,1167954,53.6,1404,0.06,960,0.044,289745
5,"CUB",192,"Cuba","DEN 1,2,3,4",2022,26,3036,26.83,3036,100,18,0.59,1,0.033,11317
5,"DOM",214,"Dominican Republic","DEN 2",2022,38,5967,54.47,NA,NA,184,3.08,34,0.57,10954
5,"PRI",630,"Puerto Rico","DEN 1,2,3",2022,38,328,11.6,273,83.23,11,3.35,0,0,2828
5,NA,NA,"Latin Caribbean",NA,2022,NA,9331,37.18,3309,35.46,213,2.28,35,0.375,25099
6,"AIA",660,"Anguilla",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
6,"ATG",28,"Antigua and Barbuda",NA,2022,38,4,4.04,0,0,0,0,0,0,99
6,"ABW",533,"Aruba",NA,2022,36,6,4.96,2,33.33,0,0,0,0,121
6,"BHS",44,"Bahamas",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,397
6,"BRB",52,"Barbados",NA,2022,38,244,80.79,0,0,NA,NA,0,0,302
6,"BMU",60,"Bermuda",NA,2022,38,0,0,0,NA,0,NA,0,NA,72
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
6,"CYM",136,"Cayman Islands",NA,2022,38,2,3.17,0,0,0,0,0,0,63
6,"CUW",531,"Curaçao",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,152
6,"DMA",212,"Dominica",NA,2022,38,16,21.33,2,12.5,0,0,0,0,75
6,"GUF",254,"French Guiana",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,306
6,"GRD",308,"Grenada",NA,2022,38,228,200,104,45.61,7,3.07,0,0,114
6,"GLP",312,"Guadeloupe",NA,2022,27,240,60,0,0,0,0,0,0,400
6,"GUY",328,"Guyana",NA,2022,32,311,39.37,311,100,0,0,0,0,790
6,"HTI",332,"Haiti",NA,2022,26,3316,28.73,2,0.06,0,0,0,0,11542
6,"JAM",388,"Jamaica",NA,2022,38,59,1.98,0,0,0,0,0,0,2973
6,"MTQ",474,"Martinique",NA,2022,27,220,58.67,9,4.09,0,0,0,0,375
6,"MSR",500,"Montserrat",NA,2022,38,4,80,0,0,0,0,0,0,5
6,"BLM",652,"Saint Barthelemy",NA,2022,27,87,1242.86,1,1.15,0,0,0,0,7
6,"KNA",659,"Saint Kitts and Nevis",NA,2022,38,1,1.85,0,0,0,0,0,0,54
6,"LCA",662,"Saint Lucia",NA,2022,38,15,8.98,15,100,0,0,0,0,167
6,"MAF",663,"Saint Martin",NA,2022,27,25,75.76,0,0,0,0,0,0,33
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2022,38,16,15.84,16,100,0,0,0,0,101
6,"SXM",534,"Sint Maarten",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
6,"SUR",740,"Suriname",NA,2022,38,2,0.34,2,100,0,0,0,0,592
6,"TTO",780,"Trinidad and Tobago",NA,2022,38,38,2.71,3,7.89,0,0,0,0,1403
6,"TCA",796,"Turks and Caicos Islands",NA,2022,38,0,0,0,NA,0,NA,0,NA,57
6,"VGB",92,"Virgin Islands (UK)",NA,2022,36,22,57.89,22,100,2,9.09,0,0,38
6,"VIR",850,"Virgin Islands (US)",NA,2022,38,0,0,0,NA,0,NA,0,NA,106
6,NA,NA,"Non-Latin Caribbean",NA,2022,NA,4856,23.77,489,10.07,9,0.19,0,0,20433
7,NA,NA,"The Americas",NA,2022,NA,2475605,249.3,1282428,51.8,3528,0.14,1168,0.047,993017
1,"CAN",124,"Canada",NA,2022,39,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2022,39,607,0.18,607,100,7,1.15,0,0,332915
1,NA,NA,"North America",NA,2022,NA,607,0.18,607,100,7,1.15,0,0,332915
2,"BLZ",84,"Belize",NA,2022,39,3669,831.97,122,3.33,0,0,0,0,441
2,"CRI",188,"Costa Rica","DEN 1,2,3,4",2022,39,5836,113.56,397,6.8,0,0,0,0,5139
2,"SLV",222,"El Salvador","DEN 1,2,3,4",2022,39,15002,230.13,95,0.63,12,0.08,0,0,6519
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2022,39,6356,34.83,1705,26.83,28,0.44,14,0.22,18250
2,"HND",340,"Honduras","DEN 1,2,4",2022,39,20473,203.45,NA,NA,361,1.76,7,0.034,10063
2,"MEX",484,"Mexico","DEN 1,2,3,4",2022,39,33878,26.01,6170,18.21,200,0.59,14,0.041,130262
2,"NIC",558,"Nicaragua","DEN 1,2,3,4",2022,39,60474,902.33,2307,3.81,16,0.03,0,0,6702
2,"PAN",591,"Panama","DEN 1,2",2022,39,8169,185.74,6482,79.35,15,0.18,3,0.037,4398
2,NA,NA,"Central America Ithsmus and Mexico",NA,2022,NA,153857,84.64,17278,11.23,632,0.41,38,0.025,181774
3,"BOL",68,"Bolivia","DEN 1,2",2022,39,10563,89.27,3262,30.88,39,0.37,8,0.076,11833
3,"COL",170,"Colombia","DEN 1,2,3,4",2022,39,49264,96.09,31088,63.1,965,1.96,33,0.067,51266
3,"ECU",593,"Ecuador","DEN 1,2",2022,39,14442,80.74,14442,100,101,0.7,9,0.062,17888
3,"PER",604,"Peru","DEN 1,2",2022,39,58245,174.6,45848,78.72,195,0.33,76,0.13,33359
3,"VEN",862,"Venezuela","DEN 1,2,3,4",2022,39,5408,18.84,1190,22,16,0.3,9,0.166,28705
3,NA,NA,"Andean Subregion",NA,2022,NA,137922,96.41,95830,69.48,1316,0.95,135,0.098,143051
4,"ARG",32,"Argentina","DEN 1,2",2022,39,815,1.79,815,100,0,0,0,0,45606
4,"BRA",76,"Brazil","DEN 1,2,3,4",2022,39,2190768,1023.76,1170596,53.43,1395,0.06,963,0.044,213993
4,"CHL",152,"Chile",NA,2022,39,0,0,0,NA,0,NA,0,NA,19212
4,"PRY",600,"Paraguay","DEN 1,2",2022,39,439,5.89,151,34.4,16,3.64,0,0,7449
4,"URY",858,"Uruguay",NA,2022,20,29,0.83,7,24.14,0,0,0,0,3485
4,NA,NA,"Southern Cone",NA,2022,NA,2192051,756.54,1171569,53.45,1411,0.06,963,0.044,289745
5,"CUB",192,"Cuba","DEN 1,2,3,4",2022,26,3036,26.83,3036,100,18,0.59,1,0.033,11317
5,"DOM",214,"Dominican Republic","DEN 2",2022,39,6601,60.26,NA,NA,190,2.88,37,0.561,10954
5,"PRI",630,"Puerto Rico","DEN 1,2,3",2022,39,347,12.27,291,83.86,14,4.03,0,0,2828
5,NA,NA,"Latin Caribbean",NA,2022,NA,9984,39.78,3327,33.32,222,2.22,38,0.381,25099
6,"AIA",660,"Anguilla",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
6,"ATG",28,"Antigua and Barbuda",NA,2022,39,4,4.04,0,0,0,0,0,0,99
6,"ABW",533,"Aruba",NA,2022,36,6,4.96,2,33.33,0,0,0,0,121
6,"BHS",44,"Bahamas",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,397
6,"BRB",52,"Barbados",NA,2022,39,255,84.44,0,0,NA,NA,0,0,302
6,"BMU",60,"Bermuda",NA,2022,39,0,0,0,NA,0,NA,0,NA,72
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
6,"CYM",136,"Cayman Islands",NA,2022,39,2,3.17,0,0,0,0,0,0,63
6,"CUW",531,"Curaçao",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,152
6,"DMA",212,"Dominica",NA,2022,39,16,21.33,2,12.5,0,0,0,0,75
6,"GUF",254,"French Guiana",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,306
6,"GRD",308,"Grenada",NA,2022,38,228,200,104,45.61,7,3.07,0,0,114
6,"GLP",312,"Guadeloupe",NA,2022,27,240,60,0,0,0,0,0,0,400
6,"GUY",328,"Guyana",NA,2022,32,311,39.37,311,100,0,0,0,0,790
6,"HTI",332,"Haiti",NA,2022,26,3316,28.73,2,0.06,0,0,0,0,11542
6,"JAM",388,"Jamaica",NA,2022,39,59,1.98,0,0,0,0,0,0,2973
6,"MTQ",474,"Martinique",NA,2022,27,220,58.67,9,4.09,0,0,0,0,375
6,"MSR",500,"Montserrat",NA,2022,39,4,80,0,0,0,0,0,0,5
6,"BLM",652,"Saint Barthelemy",NA,2022,27,87,1242.86,1,1.15,0,0,0,0,7
6,"KNA",659,"Saint Kitts and Nevis",NA,2022,39,1,1.85,0,0,0,0,0,0,54
6,"LCA",662,"Saint Lucia",NA,2022,39,15,8.98,15,100,0,0,0,0,167
6,"MAF",663,"Saint Martin",NA,2022,27,25,75.76,0,0,0,0,0,0,33
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2022,39,16,15.84,16,100,0,0,0,0,101
6,"SXM",534,"Sint Maarten",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
6,"SUR",740,"Suriname",NA,2022,39,2,0.34,2,100,0,0,0,0,592
6,"TTO",780,"Trinidad and Tobago",NA,2022,39,38,2.71,3,7.89,0,0,0,0,1403
6,"TCA",796,"Turks and Caicos Islands",NA,2022,39,0,0,0,NA,0,NA,0,NA,57
6,"VGB",92,"Virgin Islands (UK)",NA,2022,36,22,57.89,22,100,2,9.09,0,0,38
6,"VIR",850,"Virgin Islands (US)",NA,2022,39,0,0,0,NA,0,NA,0,NA,106
6,NA,NA,"Non-Latin Caribbean",NA,2022,NA,4867,23.82,489,10.05,9,0.18,0,0,20433
7,NA,NA,"The Americas",NA,2022,NA,2499288,251.69,1289100,51.58,3597,0.14,1174,0.047,993017
1,"CAN",124,"Canada",NA,2022,40,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2022,40,687,0.21,687,100,10,1.46,0,0,332915
1,NA,NA,"North America",NA,2022,NA,687,0.21,687,100,10,1.46,0,0,332915
2,"BLZ",84,"Belize",NA,2022,40,3797,861,130,3.42,0,0,0,0,441
2,"CRI",188,"Costa Rica","DEN 1,2,3,4",2022,40,6036,117.45,410,6.79,0,0,0,0,5139
2,"SLV",222,"El Salvador","DEN 1,2,3,4",2022,40,15244,233.84,96,0.63,13,0.09,0,0,6519
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2022,40,6654,36.46,1765,26.53,28,0.42,14,0.21,18250
2,"HND",340,"Honduras","DEN 1,2,4",2022,40,20880,207.49,NA,NA,368,1.76,7,0.034,10063
2,"MEX",484,"Mexico","DEN 1,2,3,4",2022,40,36926,28.35,6942,18.8,226,0.61,14,0.038,130262
2,"NIC",558,"Nicaragua","DEN 1,2,3,4",2022,40,63859,952.83,2577,4.04,18,0.03,0,0,6702
2,"PAN",591,"Panama","DEN 1,2",2022,40,8475,192.7,6686,78.89,15,0.18,3,0.035,4398
2,NA,NA,"Central America Ithsmus and Mexico",NA,2022,NA,161871,89.05,18606,11.49,668,0.41,38,0.023,181774
3,"BOL",68,"Bolivia","DEN 1,2",2022,40,10703,90.45,3277,30.62,39,0.36,8,0.075,11833
3,"COL",170,"Colombia","DEN 1,2,3,4",2022,40,50688,98.87,32095,63.32,1009,1.99,36,0.071,51266
3,"ECU",593,"Ecuador","DEN 1,2",2022,40,14580,81.51,14580,100,101,0.69,9,0.062,17888
3,"PER",604,"Peru","DEN 1,2",2022,40,58782,176.21,46240,78.66,199,0.34,76,0.129,33359
3,"VEN",862,"Venezuela","DEN 1,2,3,4",2022,40,5645,19.67,1190,21.08,16,0.28,9,0.159,28705
3,NA,NA,"Andean Subregion",NA,2022,NA,140398,98.15,97382,69.36,1364,0.97,138,0.098,143051
4,"ARG",32,"Argentina","DEN 1,2",2022,40,815,1.79,815,100,0,0,0,0,45606
4,"BRA",76,"Brazil","DEN 1,2,3,4",2022,40,2204059,1029.97,1174274,53.28,1402,0.06,966,0.044,213993
4,"CHL",152,"Chile",NA,2022,40,0,0,0,NA,0,NA,0,NA,19212
4,"PRY",600,"Paraguay","DEN 1,2",2022,40,468,6.28,151,32.26,17,3.63,0,0,7449
4,"URY",858,"Uruguay",NA,2022,20,29,0.83,7,24.14,0,0,0,0,3485
4,NA,NA,"Southern Cone",NA,2022,NA,2205371,761.14,1175247,53.29,1419,0.06,966,0.044,289745
5,"CUB",192,"Cuba","DEN 1,2,3,4",2022,26,3036,26.83,3036,100,18,0.59,1,0.033,11317
5,"DOM",214,"Dominican Republic","DEN 2",2022,40,6991,63.82,NA,NA,202,2.89,39,0.558,10954
5,"PRI",630,"Puerto Rico","DEN 1,2,3",2022,40,399,14.11,340,85.21,14,3.51,0,0,2828
5,NA,NA,"Latin Caribbean",NA,2022,NA,10426,41.54,3376,32.38,234,2.24,40,0.384,25099
6,"AIA",660,"Anguilla",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
6,"ATG",28,"Antigua and Barbuda",NA,2022,40,4,4.04,0,0,0,0,0,0,99
6,"ABW",533,"Aruba",NA,2022,40,9,7.44,2,22.22,0,0,0,0,121
6,"BHS",44,"Bahamas",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,397
6,"BRB",52,"Barbados",NA,2022,40,264,87.42,0,0,NA,NA,0,0,302
6,"BMU",60,"Bermuda",NA,2022,40,0,0,0,NA,0,NA,0,NA,72
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
6,"CYM",136,"Cayman Islands",NA,2022,40,2,3.17,0,0,0,0,0,0,63
6,"CUW",531,"Curaçao",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,152
6,"DMA",212,"Dominica",NA,2022,40,16,21.33,2,12.5,0,0,0,0,75
6,"GUF",254,"French Guiana",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,306
6,"GRD",308,"Grenada",NA,2022,40,239,209.65,104,43.51,7,2.93,0,0,114
6,"GLP",312,"Guadeloupe",NA,2022,27,240,60,0,0,0,0,0,0,400
6,"GUY",328,"Guyana",NA,2022,32,311,39.37,311,100,0,0,0,0,790
6,"HTI",332,"Haiti",NA,2022,26,3316,28.73,2,0.06,0,0,0,0,11542
6,"JAM",388,"Jamaica",NA,2022,40,60,2.02,0,0,0,0,0,0,2973
6,"MTQ",474,"Martinique",NA,2022,27,220,58.67,9,4.09,0,0,0,0,375
6,"MSR",500,"Montserrat",NA,2022,40,4,80,0,0,0,0,0,0,5
6,"BLM",652,"Saint Barthelemy",NA,2022,27,87,1242.86,1,1.15,0,0,0,0,7
6,"KNA",659,"Saint Kitts and Nevis",NA,2022,40,1,1.85,0,0,0,0,0,0,54
6,"LCA",662,"Saint Lucia",NA,2022,40,15,8.98,15,100,0,0,0,0,167
6,"MAF",663,"Saint Martin",NA,2022,27,25,75.76,0,0,0,0,0,0,33
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2022,40,16,15.84,16,100,0,0,0,0,101
6,"SXM",534,"Sint Maarten",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
6,"SUR",740,"Suriname",NA,2022,40,2,0.34,2,100,0,0,0,0,592
6,"TTO",780,"Trinidad and Tobago",NA,2022,40,38,2.71,3,7.89,0,0,0,0,1403
6,"TCA",796,"Turks and Caicos Islands",NA,2022,40,0,0,0,NA,0,NA,0,NA,57
6,"VGB",92,"Virgin Islands (UK)",NA,2022,36,22,57.89,22,100,2,9.09,0,0,38
6,"VIR",850,"Virgin Islands (US)",NA,2022,40,0,0,0,NA,0,NA,0,NA,106
6,NA,NA,"Non-Latin Caribbean",NA,2022,NA,4891,23.94,489,10,9,0.18,0,0,20433
7,NA,NA,"The Americas",NA,2022,NA,2523644,254.14,1295787,51.35,3704,0.15,1182,0.047,993017
1,"CAN",124,"Canada",NA,2022,41,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2022,41,804,0.24,804,100,12,1.49,0,0,332915
1,NA,NA,"North America",NA,2022,NA,804,0.24,804,100,12,1.49,0,0,332915
2,"BLZ",84,"Belize",NA,2022,41,3897,883.67,137,3.52,0,0,0,0,441
2,"CRI",188,"Costa Rica","DEN 1,2,3,4",2022,41,6211,120.86,431,6.94,0,0,0,0,5139
2,"SLV",222,"El Salvador","DEN 1,2,3,4",2022,41,15419,236.52,96,0.62,13,0.08,0,0,6519
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2022,41,6900,37.81,1821,26.39,28,0.41,14,0.203,18250
2,"HND",340,"Honduras","DEN 1,2,4",2022,41,21381,212.47,NA,NA,377,1.76,8,0.037,10063
2,"MEX",484,"Mexico","DEN 1,2,3,4",2022,41,39953,30.67,7639,19.12,240,0.6,14,0.035,130262
2,"NIC",558,"Nicaragua","DEN 1,2,3,4",2022,41,67170,1002.24,2851,4.24,21,0.03,0,0,6702
2,"PAN",591,"Panama","DEN 1,2",2022,41,8778,199.59,6896,78.56,15,0.17,3,0.034,4398
2,NA,NA,"Central America Ithsmus and Mexico",NA,2022,NA,169709,93.36,19871,11.71,694,0.41,39,0.023,181774
3,"BOL",68,"Bolivia","DEN 1,2",2022,41,10857,91.75,3297,30.37,40,0.37,8,0.074,11833
3,"COL",170,"Colombia","DEN 1,2,3,4",2022,41,51820,101.08,33051,63.78,1039,2.01,36,0.069,51266
3,"ECU",593,"Ecuador","DEN 1,2",2022,41,14676,82.04,14676,100,102,0.7,9,0.061,17888
3,"PER",604,"Peru","DEN 1,2",2022,41,59378,178,46672,78.6,198,0.33,76,0.128,33359
3,"VEN",862,"Venezuela","DEN 1,2,3,4",2022,41,5912,20.6,1190,20.13,16,0.27,9,0.152,28705
3,NA,NA,"Andean Subregion",NA,2022,NA,142643,99.71,98886,69.32,1395,0.98,138,0.097,143051
4,"ARG",32,"Argentina","DEN 1,2",2022,41,815,1.79,815,100,0,0,0,0,45606
4,"BRA",76,"Brazil","DEN 1,2,3,4",2022,41,2217280,1036.15,1177797,53.12,1409,0.06,973,0.044,213993
4,"CHL",152,"Chile",NA,2022,41,0,0,0,NA,0,NA,0,NA,19212
4,"PRY",600,"Paraguay","DEN 1,2",2022,41,541,7.26,152,28.1,17,3.14,0,0,7449
4,"URY",858,"Uruguay",NA,2022,20,29,0.83,7,24.14,0,0,0,0,3485
4,NA,NA,"Southern Cone",NA,2022,NA,2218665,765.73,1178771,53.13,1426,0.06,973,0.044,289745
5,"CUB",192,"Cuba","DEN 1,2,3,4",2022,26,3036,26.83,3036,100,18,0.59,1,0.033,11317
5,"DOM",214,"Dominican Republic","DEN 2",2022,41,7508,68.54,NA,NA,216,2.88,43,0.573,10954
5,"PRI",630,"Puerto Rico","DEN 1,2,3",2022,41,457,16.16,391,85.56,18,3.94,0,0,2828
5,NA,NA,"Latin Caribbean",NA,2022,NA,11001,43.83,3427,31.15,252,2.29,44,0.4,25099
6,"AIA",660,"Anguilla",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
6,"ATG",28,"Antigua and Barbuda",NA,2022,41,4,4.04,0,0,0,0,0,0,99
6,"ABW",533,"Aruba",NA,2022,40,9,7.44,2,22.22,0,0,0,0,121
6,"BHS",44,"Bahamas",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,397
6,"BRB",52,"Barbados",NA,2022,41,275,91.06,0,0,NA,NA,0,0,302
6,"BMU",60,"Bermuda",NA,2022,41,0,0,0,NA,0,NA,0,NA,72
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
6,"CYM",136,"Cayman Islands",NA,2022,41,2,3.17,0,0,0,0,0,0,63
6,"CUW",531,"Curaçao",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,152
6,"DMA",212,"Dominica",NA,2022,40,16,21.33,2,12.5,0,0,0,0,75
6,"GUF",254,"French Guiana",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,306
6,"GRD",308,"Grenada",NA,2022,41,242,212.28,104,42.98,7,2.89,0,0,114
6,"GLP",312,"Guadeloupe",NA,2022,27,240,60,0,0,0,0,0,0,400
6,"GUY",328,"Guyana",NA,2022,32,311,39.37,311,100,0,0,0,0,790
6,"HTI",332,"Haiti",NA,2022,26,3316,28.73,2,0.06,0,0,0,0,11542
6,"JAM",388,"Jamaica",NA,2022,41,61,2.05,0,0,0,0,0,0,2973
6,"MTQ",474,"Martinique",NA,2022,27,220,58.67,9,4.09,0,0,0,0,375
6,"MSR",500,"Montserrat",NA,2022,40,4,80,0,0,0,0,0,0,5
6,"BLM",652,"Saint Barthelemy",NA,2022,27,87,1242.86,1,1.15,0,0,0,0,7
6,"KNA",659,"Saint Kitts and Nevis",NA,2022,41,1,1.85,0,0,0,0,0,0,54
6,"LCA",662,"Saint Lucia",NA,2022,41,15,8.98,15,100,0,0,0,0,167
6,"MAF",663,"Saint Martin",NA,2022,27,25,75.76,0,0,0,0,0,0,33
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2022,41,16,15.84,16,100,0,0,0,0,101
6,"SXM",534,"Sint Maarten",NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
